student_id,name,registration_date,course,gender,date_of_birth,address,cc,cellphone
813,Gabriel Pires,2024-04-16,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",F,1989-11-21,"Av de São Roque da Lameira, 717 2193-145 São João da Madeira",463956571,258870449
814,Gonçalo Ramos,2024-04-12,1º Ciclo de Psicologia,F,1992-01-28,"Rua Domingues, 6 0766-500 Fundão",537626491,584181699
815,Leonardo Cardoso,2024-04-02,Ano Zero Área de Design,F,2003-05-24,"Travessa do Rosário, S/N 0757-126 Valongo",382514248,798890997
816,Diego Pires,2023-10-13,1º Ciclo de Design de Comunicação,F,1995-10-20,"Praça de Ramos, 62 9678-100 Vila Franca de Xira",330818314,757782861
817,Petra Carvalho,2023-08-09,Ano Zero Plano de Estudos II (Serviço Social),F,1998-07-09,"Rua Núria Fernandes, 35 3294-865 Vila Franca de Xira",886950589,991684912
818,Mateus do Borges,2024-03-15,1º Ciclo de Gestão,F,2002-07-21,"Travessa Ribeiro, 9 9504-015 Albufeira",538355995,79129786
819,Sara Reis-Reis,2023-09-25,Ano Zero Plano de Estudos Único (Informática),F,1999-02-04,"R. Adriana Nascimento, 164 5894-222 Portalegre",654591346,208106510
820,Hugo Figueiredo,2023-11-28,Ano Zero Área de Jornalismo,F,1995-01-27,"Rua de Freitas, 24 2148-582 Rio Tinto",453842925,837700705
821,Alícia Fernandes-Freitas,2024-04-30,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,F,1989-04-11,"R. de Faria, 57 4434-479 Torres Novas",468599456,509187666
822,Andreia Sá,2023-10-27,1º Ciclo de Jornalismo,F,1997-08-22,"Avenida Simão Anjos, 971 0764-342 Anadia",687840826,513906769
823,Henrique Branco,2023-09-21,1º Ciclo de Jornalismo,F,2003-02-04,"Praça das Linhas de Torres, 71 5524-573 Coimbra",389799267,663866028
824,Alexandre Azevedo,2023-12-01,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1992-08-24,"Alameda Baptista, 220 5221-584 Sintra",923124810,418305880
825,Mia Pires,2024-04-06,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,M,1999-01-20,"Travessa Bernardo Correia, 5 8957-396 Almada",616102387,675389069
826,André Nunes,2024-04-01,Ano Zero Área de Design,F,2003-08-25,"Av de Ramos, S/N 7497-616 Câmara de Lobos",188705683,691436381
827,Ângela-Alexandra Brito,2023-09-26,2º Ciclo de Serviço Social,F,2006-02-26,"Praça Gomes, 9 1736-487 Tondela",983654169,375982891
828,Diana Pinheiro,2023-08-20,Ano Zero Plano de Estudos IV (Empreendedorismo),F,2003-05-13,"Rua de Moreira, 16 7962-243 Loures",826191971,66609749
829,Matilde Castro,2023-11-27,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,M,1998-11-10,"Avenida Matilde Borges, S/N 1763-367 Tomar",56685801,361641621
830,Gustavo Henriques,2023-06-07,1º Ciclo de Gestão de Recursos Humanos,F,1996-08-20,"Alameda Vera Castro, 142 1958-057 Entroncamento",184693128,600847213
831,Valentina Marques,2023-06-26,1º Ciclo de Design de Comunicação,M,2000-11-18,"Av Lourenço Macedo, 16 2601-317 Costa da Caparica",244542884,428878737
832,Guilherme Alves,2024-03-24,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,2002-08-03,"Largo de Loureiro, S/N 8890-699 Ribeira Grande",612075509,126787150
833,Soraia Henriques,2023-12-06,1º Ciclo de Design de Comunicação,M,1999-02-01,"Praça de Faria, 14 6099-451 Amadora",432438641,846619574
834,Micael Nascimento,2023-07-06,Ano Zero Plano de Estudos II ( Gestão),F,2002-12-13,"Alameda Irmã Lúcia, 4 3591-793 Marinha Grande",280122522,22867249
835,Alexandre Andrade,2023-09-16,1º Ciclo de Multimédia,F,2001-03-10,"Travessa de Gonçalves, S/N 4356-025 Portalegre",572456383,946135670
836,Nair Silva,2023-10-08,Pós graduação Psicoterapia Psicanalítica – 7ª edição,F,1990-10-11,"Praça Emma Pinho, S/N 8447-694 Ponta Delgada",239134085,95750652
837,Bruno Rocha,2024-03-24,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,2000-09-28,"Alameda de Morais, 7 4218-298 Esposende",168948920,623863806
838,Luana Esteves,2024-04-23,Ano Zero Plano de Estudos Único (Informática),M,2006-09-12,"Avenida Gonçalves, 186 2050-970 Fátima",937140762,724424381
839,Constança de Morais,2023-06-27,Ano Zero Plano de Estudos II (Serviço Social),F,2000-03-12,"Praça Adão Barata, 29 8928-163 Peniche",925497667,591279537
840,Afonso Moura,2023-08-14,Ano Zero Área de Multimédia,M,2002-08-07,"Praça do Sextante, 99 4022-065 Estremoz",556452220,321817343
841,Juliana Nunes,2023-11-14,Ano Zero Área de Multimédia,F,1996-08-08,"Alameda Bernardo Batista, S/N 3695-016 Felgueiras",399369955,523454313
842,Isabel Vieira,2023-11-01,1º Ciclo de Design de Comunicação,F,1993-07-09,"Travessa Moura, 212 8687-394 Chaves",31197598,528978630
843,Sandro Abreu,2023-05-31,1º ciclo de Serviço Social,M,2005-05-24,"Travessa dos Heróis do Mar, 66 0888-668 Póvoa de Varzim",662166703,637255200
844,Petra Cruz,2024-02-09,1º Ciclo de Comunicação Empresarial,F,1998-12-12,"Largo de Guerreiro, 69 9568-330 Cantanhede",460566110,277196377
845,Rafaela-Eva Cardoso,2023-12-04,1º Ciclo de Jornalismo,F,1991-01-07,"Avenida Joel Alves, 532 5822-946 Gouveia",307060832,845264425
846,Pedro Tavares,2023-06-07,2º Ciclo de Psicologia,F,2003-11-03,"Rua Mário Nascimento, 75 3642-868 Albufeira",733761947,755817990
847,Irina Gaspar,2023-05-30,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,M,1999-06-06,"Av Flor Lourenço, 47 6450-099 Vila do Conde",411744435,548519608
848,Daniela Torres,2024-04-11,1º Ciclo de Empreendedorismo,M,1996-07-19,"R. da Igreja, 37 1756-565 Guimarães",40832159,373481826
849,Tiago do Anjos,2023-11-11,Ano Zero Plano de Estudos I (Psicologia),F,1999-01-21,"Rua de Lourenço, 4 2862-849 Sintra",988969955,277877369
850,Denis Anjos,2023-08-24,Ano Zero Plano de Estudos II ( Gestão),M,1991-12-26,"Praça de Rodrigues, 27 6660-115 Olhão",291185427,336831750
851,Anita Lourenço,2023-11-23,1º Ciclo de Psicologia,F,1998-01-11,"Alameda Kévim Melo, 78 1011-630 Ribeira Grande",954801949,995994263
852,Brian Barbosa,2023-11-22,1º Ciclo de Gestão de Recursos Humanos,F,2000-08-01,"R. Magalhães, S/N 4030-123 Albufeira",595045631,377290692
853,Guilherme Soares-Esteves,2023-10-27,Ano Zero Plano de Estudos I (Comunicação Empresarial),F,2005-09-16,"Rua Vicente, 33 4285-996 Agualva-Cacém",621342203,330331166
854,Lara Guerreiro,2023-08-26,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,F,2004-07-11,"Rua Carneiro, 54 2044-609 Sacavém",37357641,759966128
855,Alice Marques,2024-03-09,1º Ciclo de Informática,M,1990-06-20,"Travessa Brito, S/N 9194-565 Vendas Novas",70293299,275188601
856,Bernardo Sá,2023-05-28,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,F,1995-12-15,"R. das Olaias, 54 0437-831 Santana",960717992,825652798
857,David Leite,2023-05-20,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",F,2004-10-28,"Rua Vieira, 40 0947-375 Barcelos",534763145,597859684
858,Joana Matias,2023-12-03,1º Ciclo de Comunicação Empresarial,M,2004-01-15,"Rua David Pinheiro, 42 7424-323 Pinhel",928281451,774578694
859,Bárbara Almeida-Figueiredo,2023-08-19,1º Ciclo de Jornalismo,F,2001-05-12,"Travessa Letícia Monteiro, 3 8531-184 Rio Maior",31557978,81501501
860,Sara-Naiara Jesus,2023-10-12,Pós graduação Psicoterapia Psicanalítica – 7ª edição,F,2004-09-27,"Rua Almeida, 9 9078-485 Almada",201998482,597532999
861,Alícia Guerreiro,2023-12-20,1º Ciclo de Jornalismo,M,2000-11-27,"Av de Fonseca, 9 3147-857 Penafiel",465818494,419523554
862,Mafalda Mendes,2023-08-05,1º Ciclo de Gestão,F,2003-05-03,"Largo de Campos, 717 7800-237 Pombal",294567798,34971220
863,Noah Rodrigues,2023-11-09,1º Ciclo de Comunicação Empresarial,M,1993-10-15,"Av de Nogueira, 5 5687-764 Lisboa",784246944,252932431
864,Pedro Gaspar,2024-01-09,Ano Zero Plano de Estudos Único (Informática),M,2003-12-12,"Travessa Carlos Miranda, 72 6487-544 Ovar",977273515,105983133
865,Ismael Jesus,2024-01-14,2º Ciclo de Psicologia,F,1993-02-01,"Alameda do Rosário, S/N 1254-018 Alverca do Ribatejo",175780823,151173427
866,César Marques,2023-11-12,Ano Zero Plano de Estudos I (Comunicação Empresarial),F,2000-04-02,"Alameda do Brasil (Porto), 9 3782-069 Portimão",733564045,262506677
867,Clara da Borges,2023-07-08,Ano Zero Área de Design,M,1996-10-26,"Alameda Ema Assunção, 8 6789-390 Gondomar",517566692,943071455
868,Bruno Cunha,2023-12-16,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,F,2006-11-08,"R. dos Oceanos, S/N 6428-868 Caldas da Rainha",528999825,988254312
869,Rafaela Gonçalves,2023-08-24,1º Ciclo de Design de Comunicação,F,2004-02-16,"Travessa de Nunes, 5 7901-643 São Mamede de Infesta",185670148,131343958
870,Júlia Borges,2024-02-29,1º Ciclo de Psicologia,F,1999-01-16,"Rua Lourenço Fonseca, 23 7092-710 Porto",802927733,261427549
871,Artur da Pinheiro,2023-08-27,1º Ciclo de Psicologia,M,1989-03-18,"Alameda Moreira, 85 0927-174 Trancoso",207436882,431479561
872,Nair de Mendes,2023-09-04,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",M,2006-10-15,"Travessa de Vaz, 8 2176-069 Felgueiras",945165655,387046121
873,Mauro Matos,2023-07-26,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,M,2002-06-02,"Avenida Coelho, 7 2894-795 Loulé",632623361,538898856
874,Rúben Pires,2023-09-02,1º Ciclo de Design de Comunicação,F,2004-01-05,"Travessa da Galega, 26 1521-615 Penafiel",291169702,311185650
875,Bianca Morais,2023-06-22,1º Ciclo de Jornalismo,F,2003-07-08,"Rua de Rodrigues, 291 0022-527 Valongo",822896766,195180123
876,Flor Pinto,2023-06-09,1º Ciclo de Comunicação Empresarial,M,1989-07-05,"R. Garcia, 11 6878-609 Vila Nova de Famalicão",776682529,201769160
877,Eduarda Ramos,2023-08-23,Ano Zero Área de Design,M,1996-07-07,"Avenida de Campos, 812 5610-189 Coimbra",161284799,808807704
878,Diana Jesus,2023-11-09,1º Ciclo de Gestão de Recursos Humanos,M,1989-11-15,"Av José Domingues dos Santos, 64 3403-207 Viana do Castelo",17280390,718848114
879,Samuel Cunha,2023-09-23,1º Ciclo de Empreendedorismo,F,2006-06-08,"Travessa Castro, 5 3665-643 Figueira da Foz",300463989,294150738
880,Madalena Machado,2024-02-02,1º Ciclo de Jornalismo,M,1993-03-20,"Avenida Anjos, 1 6421-922 Vila Nova de Famalicão",652552139,133254738
881,Helena Matias,2023-06-12,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",M,2006-02-18,"Largo das Tágides, 87 8995-077 Braga",304953709,750243424
882,Ricardo Freitas,2024-02-04,Ano Zero Plano de Estudos II ( Gestão),M,2005-06-06,"Avenida Lia Ferreira, 50 7879-555 Alcácer do Sal",704162355,458183728
883,Ivo Anjos,2024-04-27,Ano Zero Área de Multimédia,F,2002-03-25,"Largo Mauro Cardoso, 9 6098-712 Amora",731472983,357726324
884,Patrícia Domingues,2023-08-20,1º Ciclo de Informática,M,2004-09-21,"Rua Martins, S/N 1224-747 Estarreja",42096851,960643187
885,Adriana Gomes,2024-04-14,Ano Zero Área de Design,M,1991-06-16,"Rua de Rodrigues, 750 3272-123 Fátima",540551278,582012898
886,Margarida Machado,2024-04-01,1º ciclo de Serviço Social,M,2000-01-19,"Rua Fernando Valle, 15 5334-730 Faro",185660080,630534234
887,Camila Azevedo,2023-07-31,1º Ciclo de Design de Comunicação,F,1989-04-15,"Praça Herculano, 124 7129-757 Abrantes",956909656,693542575
888,Manuel do Carvalho,2024-01-29,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,1993-03-24,"Av Amélia Tavares, 959 9690-014 Caniço",789172876,303137681
889,Diana Carvalho,2023-06-14,Ano Zero Área de Design,F,1997-10-17,"Av das Âncoras, 89 9939-350 Santa Cruz",822011950,674368607
890,Enzo Oliveira-Gaspar,2023-08-14,1º Ciclo de Jornalismo,F,1994-08-20,"Travessa de Andrade, 69 6369-241 Gondomar",440252041,472349397
891,Cristiano Nascimento,2024-01-12,1º Ciclo de Gestão,M,1999-01-07,"Avenida Marques, 34 6844-944 Oliveira do Bairro",706014315,13131737
892,Pedro de Fernandes,2023-08-24,1º Ciclo de Design de Comunicação,F,2006-05-28,"Rua Correia, S/N 7537-583 Funchal",949984054,42939910
893,Pedro Santos,2023-09-08,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,F,2006-06-05,"Av de Neves, 548 6468-495 Vila Franca de Xira",85588729,262145362
894,Kevin Esteves,2023-12-06,Ano Zero Área de Design,M,2003-12-25,"Alameda Pedro Pinheiro, 785 8115-003 Santa Maria da Feira",350153881,461100059
895,Marco Ferreira,2023-07-28,1º Ciclo de Multimédia,F,2003-09-05,"Avenida Machado, 80 6795-074 Sines",771792883,116504336
896,Leonardo Tavares,2024-03-06,Ano Zero Plano de Estudos II ( Gestão),M,1993-07-23,"Largo de Baptista, 79 8434-684 Covilhã",416046561,802150697
897,Filipe Soares-Loureiro,2024-03-25,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",F,2004-09-24,"Av Victória Oliveira, 44 2429-174 Anadia",831157657,321672692
898,Bernardo da Henriques,2024-01-13,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",M,1996-10-14,"Largo do Picoto, S/N 3829-230 Portalegre",501208084,426358781
899,Naiara Torres,2024-03-21,Ano Zero Plano de Estudos IV (Empreendedorismo),F,1993-10-16,"Largo Gaspar, S/N 0472-219 Santana",64509934,498759014
900,Pilar Rocha,2023-12-07,Ano Zero Plano de Estudos I (Comunicação Empresarial),F,2002-05-15,"Av Ferreira, 36 0747-104 Reguengos de Monsaraz",642287512,437524714
901,Brian Baptista,2023-06-28,1º Ciclo de Gestão de Recursos Humanos,M,1993-12-02,"Rua Cruz, 59 2244-893 Ponte de Sor",70940271,951970413
902,Cláudio Cruz,2023-09-10,Ano Zero Área de Multimédia,M,2003-08-01,"Alameda de Carvalho, 7 5175-827 Fafe",861335720,83322753
903,Denis da Amaral,2023-07-03,1º Ciclo de Psicologia,M,1998-07-13,"R. dos Pinheiros, 393 2816-635 Lixa",710931346,198352741
904,Lara Teixeira-Martins,2023-12-07,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,1999-09-04,"Avenida do Molhe, 99 9367-310 Caniço",51970954,678074074
905,Hugo Cruz,2023-06-03,1º Ciclo de Empreendedorismo,F,1994-06-13,"Alameda Joel Alves, 18 8058-203 Marinha Grande",344079104,103206222
906,Catarina Castro,2023-12-06,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,F,1994-03-22,"Largo de São Roque da Lameira, 7 3430-685 Penafiel",890611321,441980270
907,Matilde Neto,2024-01-13,Ano Zero Plano de Estudos II (Serviço Social),M,2005-04-13,"Av Pedro Cruz, 86 7295-512 Almada",191327802,70306755
908,Constança de Matias,2024-05-04,1º Ciclo de Comunicação Empresarial,M,1999-07-20,"Travessa de Vinte e Quatro de Agosto, 87 5243-339 Seixal",833915667,302749653
909,Gil Lima,2023-10-29,Ano Zero Plano de Estudos I (Psicologia),M,2000-03-02,"Largo Amélia Martins, 66 2637-143 Trancoso",972805159,924147573
910,Sofia Carneiro,2024-02-17,Ano Zero Área de Multimédia,F,2004-09-05,"Av Abreu, 70 7683-537 São Salvador de Lordelo",57261922,685876234
911,Madalena Ferreira,2023-08-06,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,F,2003-01-18,"R. Vitória Matos, 277 3561-178 Reguengos de Monsaraz",98147161,663507282
912,Clara Anjos,2024-03-07,Ano Zero Plano de Estudos IV (Empreendedorismo),M,1993-09-08,"Travessa de Rocha, 42 2015-446 Almeirim",332865622,126510721
913,Isabel de Melo,2024-04-26,2º Ciclo de Serviço Social,F,1990-12-08,"R. Lopes, S/N 4236-474 Esposende",217927712,968142148
914,Gabriel Azevedo,2024-02-01,Ano Zero Área de Multimédia,M,2005-05-11,"Rua de Azevedo, 6 4783-146 Amarante",387900386,644161328
915,Eva Pinto,2024-01-11,1º ciclo de Serviço Social,M,1989-11-23,"Largo Santos, 32 1455-682 Lagoa",438530626,285949731
916,Micael Araújo,2024-04-27,Ano Zero Plano de Estudos Único (Informática),M,1991-08-25,"R. Nunes, 33 3639-324 Esmoriz",774374866,663743722
917,Adriana Reis,2023-08-08,Ano Zero Plano de Estudos I (Psicologia),M,1995-02-23,"Praça Neves, 910 7153-775 Maia",758576184,893633261
918,Eduardo Machado,2023-11-24,1º Ciclo de Comunicação Empresarial,F,1989-12-10,"Praça Melo, 8 9829-917 Amarante",158199817,258498549
919,Raquel Castro,2023-10-05,1º ciclo de Serviço Social,M,2003-09-12,"Largo de Carneiro, 986 1484-567 Guimarães",327244044,812207778
920,Adriana Cruz,2023-11-16,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,1990-02-14,"Travessa Vicente, 45 6893-294 Macedo de Cavaleiros",733538624,635462053
921,Francisco Neves,2023-08-18,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,F,1990-03-19,"Av Carneiro, 72 7217-532 Santarém",445705458,299875720
922,Mário Ferreira,2023-12-04,1º Ciclo de Psicologia,F,2000-05-24,"Avenida Miranda, 971 4016-370 Santiago do Cacém",489789021,704545148
923,Lucas Coelho,2023-10-15,1º ciclo de Serviço Social,F,1992-09-18,"Av do Alto de São João, 151 1594-742 Bragança",718488636,853922883
924,Martim Faria,2023-11-27,Ano Zero Área de Design,M,2000-07-13,"Rua Vieira, 921 1051-474 Anadia",345104729,118353914
925,Maria de Carvalho,2023-09-27,1º Ciclo de Informática,F,2005-12-23,"Avenida Eduardo Amorim, 87 3670-578 Montemor-o-Novo",447802164,96086603
926,Érica Cardoso,2023-05-17,1º Ciclo de Design de Comunicação,F,1996-01-27,"Alameda Pinheiro, 75 4827-644 Viseu",286923360,453006779
927,Adriana Jesus-Santos,2023-07-06,Ano Zero Área de Multimédia,M,1999-01-19,"R. do Meiral, S/N 6641-127 Ponte de Sor",450726457,129156640
928,Simão Coelho,2024-03-08,Pós graduação Psicoterapia Psicanalítica – 7ª edição,F,1992-12-03,"Praça de Amaral, 67 4479-523 Porto",829267998,9740835
929,Miguel Matias,2023-06-20,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",M,1994-05-04,"Travessa Marco Almeida, 837 1587-356 Entroncamento",288150221,709632458
930,Rafaela Lourenço-Esteves,2023-12-16,Ano Zero Plano de Estudos II ( Gestão),M,1989-01-18,"Rua Marcos Jesus, 313 1400-261 Albufeira",268032814,640429575
931,Juliana Matias-Pinheiro,2023-10-18,Ano Zero Plano de Estudos II (Serviço Social),M,1998-11-11,"Avenida Alice Vaz, 3 6070-240 Quarteira",606490423,849896655
932,Flor Gomes,2023-07-28,Ano Zero Área de Jornalismo,F,2006-11-14,"Avenida Cardoso, S/N 1011-642 Chaves",672890531,720357345
933,Adriana-Fabiana Neves,2023-06-28,Ano Zero Área de Jornalismo,F,1991-09-16,"Largo de Loureiro, 64 3166-675 Gouveia",827287941,252555320
934,Joana de Moreira,2023-09-06,1º Ciclo de Multimédia,F,2006-01-15,"Travessa Jorge Monteiro, 99 6730-731 Oliveira de Azeméis",217949609,561251457
935,Igor Vicente,2024-02-16,1º Ciclo de Jornalismo,M,1989-09-20,"Rua dos Fenícios, 87 9135-975 Entroncamento",800215883,59659796
936,Tiago Leal,2023-05-31,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1997-02-16,"Avenida de Pacheco, 305 3817-965 Seia",387639286,551561959
937,Kévim Esteves,2023-06-21,1º Ciclo de Design de Comunicação,M,1989-06-03,"R. Assunção, 8 5797-254 Lagos",187370172,546616351
938,Andreia Henriques,2024-03-07,1º Ciclo de Gestão,M,1998-07-12,"Av de Esteves, 119 2071-311 Lisboa",285105667,700557012
939,Petra Lourenço,2024-04-01,1º ciclo de Serviço Social,M,2005-01-02,"Largo Renata Oliveira, 77 1231-613 Caniço",52716967,701521154
940,Fabiana Brito,2024-01-17,Ano Zero Área de Multimédia,F,2000-12-03,"Avenida Miriam Loureiro, 878 0717-949 Guimarães",528635971,224503824
941,Soraia da Castro,2023-08-09,Ano Zero Plano de Estudos II (Serviço Social),M,1990-01-27,"Rua das Carquejeiras, 99 7266-114 Ponta Delgada",269723631,630179261
942,Yasmin Marques,2023-06-17,Ano Zero Plano de Estudos II ( Gestão),F,2006-06-04,"Largo Júlio Verne, 140 3166-503 Alverca do Ribatejo",12195406,166344885
943,Emília Amaral,2023-05-22,1º ciclo de Serviço Social,F,2006-05-06,"Largo Alexandre Freitas, S/N 8422-269 Vendas Novas",522978237,140274051
944,Salvador Carvalho,2024-03-13,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",M,2002-07-07,"Av da Feiteira, 20 9245-109 Fátima",715143490,953484298
945,Bruno Machado-Amorim,2023-11-02,2º Ciclo de Psicologia,F,1995-03-12,"Av Leite, 70 5038-483 Santiago do Cacém",423588588,687292746
946,Gil da Torres,2024-02-11,Ano Zero Área de Design,M,1991-01-13,"Rua Amália Rodrigues, 2 6756-044 Vila Real",175733849,465472249
947,Valentim Cruz,2024-01-15,1º Ciclo de Jornalismo,M,2000-12-18,"Alameda de Coelho, 21 7828-873 Viseu",625111215,200197025
948,Isabela Costa,2024-01-01,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,F,2004-09-07,"Rua Emília Amaral, 66 9489-004 Seixal",719588297,372148367
949,Ricardo Vicente,2023-08-10,2º Ciclo de Psicologia,M,2006-01-20,"Praça Andrade, 221 6417-650 Sines",544454321,673502675
950,Mário Faria-Fonseca,2024-03-25,1º Ciclo de Empreendedorismo,M,2003-12-14,"Alameda Gaspar, 59 4016-241 Montemor-o-Novo",573180973,826314203
951,Soraia Sousa,2023-08-30,1º Ciclo de Gestão de Recursos Humanos,F,1989-01-26,"Av de Maceda, S/N 4579-332 Paços de Ferreira",928400272,43048196
952,Leandro Henriques,2023-08-29,Ano Zero Área de Jornalismo,F,1992-12-09,"Avenida de Maia, 76 1397-202 Reguengos de Monsaraz",729486690,915666931
953,Clara de Moura,2023-10-15,1º Ciclo de Gestão de Recursos Humanos,M,2001-08-09,"Rua Márcio Nogueira, 447 4374-543 Reguengos de Monsaraz",853024596,58451498
954,Cláudio Ribeiro,2023-11-04,1º Ciclo de Empreendedorismo,F,1999-07-23,"Travessa de Fonseca, 806 3541-084 Lamego",723608267,491786880
955,Sérgio do Monteiro,2023-05-19,2º Ciclo de Serviço Social,F,2006-04-07,"Largo Emília Brito, S/N 0737-122 Odivelas",74040008,331235640
956,Iara-Luna Azevedo,2023-05-13,2º Ciclo de Serviço Social,M,1990-06-20,"Alameda Rodrigo Jesus, 5 4771-754 Paredes",766051264,525412766
957,Ema Amaral,2023-11-22,Ano Zero Plano de Estudos Único (Informática),M,2002-11-24,"Av Enzo Sousa, 88 0738-138 Mirandela",163505573,86870427
958,Hugo da Correia,2024-01-04,1º Ciclo de Jornalismo,M,2003-01-08,"R. Cardoso, 83 4263-699 Sines",618735365,403035466
959,Artur do Mota,2023-11-29,2º Ciclo de Serviço Social,M,1996-05-04,"Travessa de Abreu, 77 4961-123 Esposende",998709436,484011240
960,Luciana Vaz,2023-09-19,Ano Zero Plano de Estudos II ( Gestão),M,1997-02-02,"Travessa de São Vicente, 9 3699-989 Oliveira do Hospital",418947973,860722898
961,Núria Macedo,2024-01-18,1º Ciclo de Informática,F,1997-06-03,"R. de Costa, 76 2873-243 Alcobaça",284191780,800255227
962,Manuel Pinto,2023-05-13,Ano Zero Área de Multimédia,M,2004-10-02,"Av de Ramos, 1 6245-509 Lagoa",325714245,388063589
963,Íris Jesus,2023-10-17,Ano Zero Plano de Estudos II ( Gestão),F,2005-03-07,"Av de Reis, S/N 4312-343 Mêda",426934044,635684189
964,Alícia da Leal,2024-03-01,1º Ciclo de Empreendedorismo,F,1991-02-25,"Praça Letícia Azevedo, S/N 1309-556 Covilhã",822624910,735627262
965,Marco Cardoso,2024-03-27,2º Ciclo de Serviço Social,F,1993-08-01,"Rua de Moreira, 484 2694-924 Aveiro",457747635,568336737
966,Gonçalo Figueiredo,2024-01-30,1º Ciclo de Multimédia,F,1990-04-14,"Av de Cima, 8 9500-055 São João da Madeira",994157922,460908799
967,Daniela Costa,2023-09-23,2º Ciclo de Serviço Social,M,1996-10-16,"Avenida Andreia Nogueira, 13 3981-492 Covilhã",358559766,467077566
968,Afonso de Ferreira,2024-01-06,Ano Zero Plano de Estudos Único (Informática),M,2006-03-23,"Avenida da Quinta de Santo António, 86 9960-811 Ponta Delgada",127471133,294021833
969,Mélanie Sousa,2023-08-15,Ano Zero Área de Design,M,2004-08-22,"Travessa de S. Marçal, 612 7185-427 Anadia",856000071,495058578
970,Ângela Antunes,2023-10-24,Pós graduação Psicoterapia Psicanalítica – 7ª edição,M,1999-02-08,"Travessa Carneiro, S/N 6150-412 Portimão",315613896,679988378
971,Matias de Soares,2023-10-02,1º Ciclo de Empreendedorismo,F,2003-09-22,"Travessa Roma, 7 1564-013 Gafanha da Nazaré",650931763,584085903
972,Jaime Leite,2024-01-13,1º Ciclo de Comunicação Empresarial,M,2000-03-03,"Av de Sousa, 963 4170-577 Cantanhede",527404265,404387828
973,Vasco Maia,2023-11-23,Ano Zero Área de Multimédia,F,1993-07-26,"Largo Fonseca, 42 4265-323 Amora",124887153,777829894
974,Ema Melo,2024-02-03,2º Ciclo de Psicologia,M,2002-09-21,"Av Feia, 564 8056-703 Tarouca",540112020,602545074
975,Salomé Matos,2023-07-21,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",F,2004-02-24,"Praça Tavares, 66 3292-840 Espinho",311579953,935065109
976,Sara Vieira,2023-05-13,1º ciclo de Serviço Social,F,2006-06-26,"R. Leandro Mendes, 87 7389-336 Caldas da Rainha",177822162,313529914
977,Ângelo Domingues,2023-09-28,1º Ciclo de Jornalismo,F,2006-11-04,"Alameda Reis, 5 8583-499 Lourosa",75134753,943594074
978,Sérgio Ribeiro,2023-11-09,Ano Zero Área de Multimédia,M,1994-09-05,"R. Diana Tavares, S/N 3646-083 Penafiel",267857994,446892374
979,Gil da Martins,2024-01-06,Ano Zero Plano de Estudos II (Serviço Social),F,1999-01-13,"Avenida Ivo Lopes, S/N 8425-453 Almeirim",964300677,728527007
980,Luca Henriques,2024-05-02,1º Ciclo de Gestão de Recursos Humanos,M,1992-12-12,"R. de Mendes, 49 9435-020 Entroncamento",861890595,357024908
981,Ivan Teixeira,2023-06-10,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,2002-12-26,"Av de Santo Eugénio, 623 1167-318 Póvoa de Varzim",621867541,376894578
982,Kevin Moreira,2023-08-01,Ano Zero Plano de Estudos II ( Gestão),F,1989-09-08,"Travessa Ariana Magalhães, S/N 2123-583 Serpa",160527071,437804567
